p_index_int,"p_index_text","old_print_index","acc_txt","namAut","shTitle"
699,"699","699","742","CHASE, THOMAS","Seek ye first the Kingdom of God"
700,"700","700","742a","CHASE, THOMAS","Seek ye first the Kingdom of God--Sermon I"
701,"701","701","742b","CHASE, THOMAS","Seek ye first the Kingdom of God--Sermon II"
702,"702","702","739","CHASE, THOMAS","Wedding Sermon"
703,"703","703","746","CLAGGETT, THOMAS JOHN","God is Love"
704,"704","704","747","CLAGGETT, THOMAS JOHN","Wealth, On"
705,"705","705","4055","CLAY, Charles","Account Book, Charles Clay, 1773-1818"
706,"706","706","4004","CLAY, CHARLES","Awakening Sleepers to the Light of Christ"
707,"707","707","4010","CLAY, CHARLES","Baptism, On"
708,"708","708","4014","CLAY, CHARLES","Baptism, On"
709,"709","709","4034","CLAY, CHARLES","Being Ready for the Son of Man"
710,"710","710","4030","CLAY, CHARLES","Beware a Death Unprepared"
711,"711","711","4021","CLAY, CHARLES","Catechismum de Domini Cana, In"
712,"712","712","4041","CLAY, CHARLES","Christ as Mediator"
713,"713","713","4029","CLAY, CHARLES","Christ's Love for the Church"
714,"714","714","4037","CLAY, CHARLES","Christian Covenant, The"
715,"715","715","4031","CLAY, CHARLES","Christian Parent, The"
716,"716","716","4035","CLAY, CHARLES","Christmas Day, For"
717,"717","717","4002","CLAY, CHARLES","Coming to Judgment"
718,"718","718","4015","CLAY, CHARLES","Commandments of God, The"
719,"719","719","4007","CLAY, CHARLES","Complaint of Sufferer"
720,"720","720","4047","CLAY, CHARLES","De Domini Cana.--un [sic. unum?] Deum"
721,"721","721","4036","CLAY, CHARLES","Description of Judgment Day"
722,"722","722","4005","CLAY, CHARLES","Disease of Sin"
723,"723","723","4028","CLAY, CHARLES","Divine Wrath and Mercy, On"
724,"724","724","4026","CLAY, CHARLES","Doctrine of the Church, The"
725,"725","725","4017","CLAY, CHARLES","Fruits of the Spirit, The"
726,"726","726","4048","CLAY, CHARLES","Funeral Sermon"
727,"727","727","4032","CLAY, CHARLES","Funeral Sermon for Benjamin Howard, Esq."
728,"728","728","4019","CLAY, CHARLES","Good Friday, For"
729,"729","729","4018","CLAY, CHARLES","Happiness of God, On the"
730,"730","730","4042","CLAY, CHARLES","Holiness, On"
731,"731","731","4011","CLAY, CHARLES","Humility, On"
732,"732","732","4049","CLAY, CHARLES","Justice of God, On the"
733,"733","733","4020","CLAY, CHARLES","Justification through Christ"
734,"734","734","4012","CLAY, CHARLES","Living Fully in Faith"
735,"735","735","4022","CLAY, CHARLES","Living Fully in Faith through Christ"
736,"736","736","4046","CLAY, CHARLES","Living the Christian Religion"
737,"737","737","4045","CLAY, CHARLES","Lord's Prayer, On"
738,"738","738","4003","CLAY, CHARLES","Natural State of Man"
739,"739","739","4050","CLAY, CHARLES","Nature and necessity of holy Resolution, The"
740,"740","740","4051","CLAY, CHARLES","Nature and necessity of holy Resolution, The"
741,"741","741","4044","CLAY, CHARLES","Nature of Sin, On"
742,"742","742","4043","CLAY, CHARLES","New Creatures in Christ"
743,"743","743","4039","CLAY, CHARLES","Prayer and Justification, On"
744,"744","744","921","CLAY, CHARLES","Public Fast-day to a Minute-company at Charlottesville, On"
745,"745","745","4023","CLAY, CHARLES","Reasonableness of Serving God, The"
746,"746","746","4008","CLAY, CHARLES","Religious Instruction, On"
747,"747","747","4033","CLAY, CHARLES","Remember Thy Creator"
748,"748","748","4013","CLAY, CHARLES","Repentance and Faith, On"
749,"749","749","4009","CLAY, CHARLES","Rule of Divine Providence"
750,"750","750","4038","CLAY, CHARLES","Self-examination, On"
751,"751","751","4053","CLAY, CHARLES","Sermon Fragments of Charles Clay"
752,"752","752","4001","CLAY, CHARLES","Set your affection on things above"
753,"753","753","4027","CLAY, CHARLES","Sin and the Follies of Youth"
754,"754","754","4016","CLAY, CHARLES","Submitting to the Will of God, On"
755,"755","755","4040","CLAY, CHARLES","Two Sermons (1770) on Job 34 by Charles Clay"
756,"756","756","4052","CLAY, CHARLES","Two Sermons (1775) by Charles Clay"
757,"757","757","4024","CLAY, CHARLES","Worldliness, On"
758,"758","758","4006","CLAY, CHARLES","Worthiness of Heavenly Glory"
759,"759","759","4025","CLAY, CHARLES","Youth Reminded of A Judgment to Come"
760,"760","760","548","COKE, THOMAS","Substance of a Sermon, preached by Tho. Coke "
761,"761","761","754","COLEMAN, JOHN","Against Idleness"
762,"762","762","809","COLEMAN, JOHN","Christ hath redeemed us from the curse of the law"
763,"763","763","830","COLEMAN, JOHN","Christ our deliverer and salvation"
764,"764","764","832","COLEMAN, JOHN","Christ the light of the World, On"
765,"765","765","756","COLEMAN, JOHN","Christmas"
766,"766","766","757","COLEMAN, JOHN","Christmas"
767,"767","767","755","COLEMAN, JOHN","Christmas [Two Sermons by John Coleman]"
768,"768","768","749","COLEMAN, JOHN","Convention Sermon"
769,"769","769","748","COLEMAN, JOHN","Daemoniac, The"
770,"770","770","794","COLEMAN, JOHN","Faith, Hope, and Charity"
771,"771","771","803","COLEMAN, JOHN","Fervent in Spirit"
772,"772","772","823","COLEMAN, JOHN","Five Sermons by John Coleman"
773,"773","773","797","COLEMAN, JOHN","Fruit of the Spirit, The"
774,"774","774","753","COLEMAN, JOHN","Funeral Sermon Jan. 1799"
775,"775","775","831","COLEMAN, JOHN","Genuine Love of God, On"
776,"776","776","820","COLEMAN, JOHN","Hope, On"
777,"777","777","792","COLEMAN, JOHN","In trust with the Gospel"
778,"778","778","758","COLEMAN, JOHN","Joshua's Resolution"
779,"779","779","812","COLEMAN, JOHN","Joy of the Lord is your strength, The"
780,"780","780","798","COLEMAN, JOHN","Kingdom come, Thy"
781,"781","781","800","COLEMAN, JOHN","Kingdom come, Thy"
782,"782","782","759","COLEMAN, JOHN","Last Judgment, On the"
783,"783","783","822","COLEMAN, JOHN","Lord's Supper, On the "
784,"784","784","821","COLEMAN, JOHN","Love of Jesus, On the"
785,"785","785","772","COLEMAN, JOHN","Nature of Love to God & Christ"
786,"786","786","771","COLEMAN, JOHN","New Year"
787,"787","787","773","COLEMAN, JOHN","Notes on Hebrews 11, 6"
788,"788","788","791","COLEMAN, JOHN","Now then we are Ambassadors for Christ"
789,"789","789","826","COLEMAN, JOHN","Office of the Preacher, The"
790,"790","790","775","COLEMAN, JOHN","Parable of the Sower, The"
791,"791","791","774","COLEMAN, JOHN","Pardoning Mercy"
792,"792","792","784","COLEMAN, JOHN","Power of the Gospel, The"
793,"793","793","776","COLEMAN, JOHN","Public Worship"
794,"794","794","829","COLEMAN, JOHN","Regeneration and not returning to heathen habits, On"
795,"795","795","804","COLEMAN, JOHN","Remember now thy Creator"
796,"796","796","818","COLEMAN, JOHN","Repent and believe the Gospel"
797,"797","797","786","COLEMAN, JOHN ","Rule of Equity, The"
798,"798","798","788","COLEMAN, JOHN","Sermon for Whitsunday"
799,"799","799","779","COLEMAN, JOHN","Sermon on Be not ashamed"
800,"800","800","780","COLEMAN, JOHN ","Sermon on Godliness with Contentment, A"
801,"801","801","777","COLEMAN, JOHN ","Sermon on Grace"
802,"802","802","785","COLEMAN, JOHN","Sermon on Prayer"
803,"803","803","787","COLEMAN, JOHN","Sermon on St. Luke 22, 19 & 20"
804,"804","804","781","COLEMAN, JOHN","Sermon on the Advantages of Religion"
805,"805","805","778","COLEMAN, JOHN","Sermon on the flesh and the spirit"
806,"806","806","782","COLEMAN, JOHN","Sermon on the Nature of true Holiness, A"
807,"807","807","827","COLEMAN, JOHN","Shewing thyself a pattern of good works"
808,"808","808","750","COLEMAN, JOHN","Study to shew thyself approved unto God"
809,"809","809","816","COLEMAN, JOHN","Study to shew thyself approved unto God"
810,"810","810","817","COLEMAN, JOHN","Study to shew thyself approved unto God "
811,"811","811","828","COLEMAN, JOHN","Study to shew thyself approved unto God"
812,"812","812","813","COLEMAN, JOHN","There shall come in the last days scoffers"
813,"813","813","815","COLEMAN, JOHN","Therefore be ye also ready"
814,"814","814","805","COLEMAN, JOHN","This do in remembrance of me"
815,"815","815","833","COLEMAN, JOHN","Thy Kingdom come"
816,"816","816","783","COLEMAN, JOHN","True Honour of Man, On the"
817,"817","817","751","COLEMAN, JOHN","Two Sermons by John Coleman"
818,"818","818","793","COLEMAN, JOHN","Two Sermons by John Coleman"
819,"819","819","796","COLEMAN, JOHN","Two Sermons by John Coleman"
820,"820","820","770","COLEMAN, JOHN","Two Sermons by John Coleman (Acc. # 770)"
821,"821","821","790","COLEMAN, JOHN","Two Sermons by John Coleman (Acc. 790)"
822,"822","822","799","COLEMAN, JOHN","Two Sermons [by John Coleman]"
823,"823","823","802","COLEMAN, JOHN","Two Sermons [by John Coleman]"
824,"824","824","801","COLEMAN, JOHN","We are ambassadors for Xt."
825,"825","825","824","COLEMAN, JOHN","We preach not ourselves, but Christ Jesus"
826,"826","826","825","COLEMAN, JOHN","We preach not ourselves, but Christ Jesus"
827,"827","827","806","COLEMAN, JOHN","We preach not ourselves, but Xt Jesus"
828,"828","828","807","COLEMAN, JOHN","We preach not ourselves, but Xt Jesus"
829,"829","829","808","COLEMAN, JOHN","We preach not ourselves, but Xt Jesus"
830,"830","830","795","COLEMAN, JOHN","What is a man profited if he shall gain the whole world"
831,"831","831","814","COLEMAN, JOHN","What is a man profited?"
832,"832","832","811","COLEMAN, JOHN","When the unclean spirit is gone out of a man"
833,"833","833","752","COLEMAN, JOHN","While ye Child was yet alive"
834,"834","834","810","COLEMAN, JOHN","Wisdom is justified of all his children"
835,"835","835","789","COLEMAN, JOHN","Wonderful Compassions of Christ to the greatest Sinners, The"
836,"836","836","819","COLEMAN, JOHN","Wrongful Actions of Nations, On the"
837,"837","837","922","COOPER, MYLES","Address from the Clergy of New-York and New-Jersey to the Episcopalians in Virginia, An"
838,"838","838","3134","CRADOCK, THOMAS","Acts 10:38, On"
839,"839","839","3086","CRADOCK, THOMAS","Acts 2: 40, On"
840,"840","840","3062","CRADOCK, THOMAS","Almost Persuaded, The"
841,"841","841","3082","CRADOCK, THOMAS","Anger, On"
842,"842","842","3136","CRADOCK, THOMAS","Anger, On"
843,"843","843","3013","CRADOCK, THOMAS","Ascension, On the"
844,"844","844","3112","CRADOCK, THOMAS","Ascension, On the"
845,"845","845","3101","CRADOCK, THOMAS","Asking in Jesus' Name, On"
846,"846","846","3055","CRADOCK, THOMAS","Baalam's [sic] Wish"
847,"847","847","3056","CRADOCK, THOMAS","Balaam's Wish"
848,"848","848","3007","CRADOCK, THOMAS","Baptism, On"
849,"849","849","3023","CRADOCK, THOMAS","Belief in God, On"
850,"850","850","3043","CRADOCK, THOMAS","Betrayal of Christ, On"
851,"851","851","3011","CRADOCK, THOMAS","Bible and Salvation (1), On the"
852,"852","852","3012","CRADOCK, THOMAS","Bible and Salvation (2), On the"
853,"853","853","3128","CRADOCK, THOMAS","Blessed are the Meek, On"
854,"854","854","3116","CRADOCK, THOMAS","Blessed are the Poor in Spirit, On"
855,"855","855","3005","CRADOCK, THOMAS","Boasting [Witnessing] in God, On"
856,"856","856","3110","CRADOCK, THOMAS","Christ's Preaching to Spirits, On"
857,"857","857","3039","CRADOCK, THOMAS","Christian Conduct (1), On"
858,"858","858","3040","CRADOCK, THOMAS","Christian Conduct (2), On"
859,"859","859","3092","CRADOCK, THOMAS","Christian Conduct (3), On"
860,"860","860","3024","CRADOCK, THOMAS","Christian Unity (1), On"
861,"861","861","3025","CRADOCK, THOMAS","Christian Unity (2), On"
862,"862","862","3076","CRADOCK, THOMAS","Christmas in what Manner to be Kept"
863,"863","863","3089","CRADOCK, THOMAS","Colossians 3:2, On"
864,"864","864","3100","CRADOCK, THOMAS","Commandment to Love, On"
865,"865","865","3140","CRADOCK, THOMAS","Corinthians 11: 29, On 1"
866,"866","866","842","CRADOCK, THOMAS","Corrupt Clergy, A"
867,"867","867","3029","CRADOCK, THOMAS","Counsels of the Heart, On"
868,"868","868","3027","CRADOCK, THOMAS","Days of Darkness, On"
869,"869","869","3003","CRADOCK, THOMAS","Death as an Enemy, On"
870,"870","870","3127","CRADOCK, THOMAS","Death Cannot Praise God"
871,"871","871","3111","CRADOCK, THOMAS","Delight in the Lord, On"
872,"872","872","3044","CRADOCK, THOMAS","Dispute with Papists (1), On the"
873,"873","873","3045","CRADOCK, THOMAS","Dispute with Papists (2), On the"
874,"874","874","3046","CRADOCK, THOMAS","Dispute with Papists (3), On the"
875,"875","875","3047","CRADOCK, THOMAS","Dispute with Papists (4), On the"
876,"876","876","3075","CRADOCK, THOMAS","Divine Assistance and Revelation, Concerning"
877,"877","877","3016","CRADOCK, THOMAS","Doubting, On"
878,"878","878","834","CRADOCK, THOMAS","Draw nigh to God"
879,"879","879","3042","CRADOCK, THOMAS","Easter, On"
880,"880","880","839","CRADOCK, THOMAS","Education, On"
881,"881","881","3096","CRADOCK, THOMAS","Education, On"
882,"882","882","3079","CRADOCK, THOMAS","Eucharist as Thanksgiving(1), On the"
883,"883","883","3080","CRADOCK, THOMAS","Eucharist as Thanksgiving(2), On the"
884,"884","884","3081","CRADOCK, THOMAS","Eucharist, On the"
885,"885","885","3004","CRADOCK, THOMAS","Everlasting Life, On"
886,"886","886","3078","CRADOCK, THOMAS","Evil of Punishment, On the"
887,"887","887","3135","CRADOCK, THOMAS","Exodus 33: 18-19, On"
888,"888","888","3008","CRADOCK, THOMAS","Faith and Patience, On"
889,"889","889","3118","CRADOCK, THOMAS","Faith in God, On"
890,"890","890","3028","CRADOCK, THOMAS","Fear of the Lord, On"
891,"891","891","836 ","CRADOCK, THOMAS","Fools make a Mock at Sin"
892,"892","892","3097","CRADOCK, THOMAS","Fraud, On"
893,"893","893","3137","CRADOCK, THOMAS","Friends, On"
894,"894","894","3002","CRADOCK, THOMAS","Funeral of a Young Girl, At the"
895,"895","895","3060","CRADOCK, THOMAS","Funeral Sermon for J. Wells"
896,"896","896","3059","CRADOCK, THOMAS","Funeral Sermon on Col. 3:3-4"
897,"897","897","3061","CRADOCK, THOMAS","Funeral Sermon on Job 14:2"
898,"898","898","3058","CRADOCK, THOMAS","Funeral Sermon on Proverbs 23:25"
899,"899","899","3000","CRADOCK, THOMAS","Funerals, On"
900,"900","900","3077","CRADOCK, THOMAS","God's Design"
901,"901","901","3070","CRADOCK, THOMAS","God's Forbearance and Judgment"
902,"902","902","3001","CRADOCK, THOMAS","God's Power Over Human Life, On"
903,"903","903","3019","CRADOCK, THOMAS","God's Revelation of Himself, On"
904,"904","904","3130","CRADOCK, THOMAS","God's Reveleation, Sermon on"
905,"905","905","3123","CRADOCK, THOMAS","Good Life, The Necessity of"
906,"906","906","3033","CRADOCK, THOMAS","Heaven (1), On"
907,"907","907","3034","CRADOCK, THOMAS","Heaven (2), On"
908,"908","908","3035","CRADOCK, THOMAS","Heaven (3), On"
909,"909","909","3036","CRADOCK, THOMAS","Heaven (4), On"
910,"910","910","3026","CRADOCK, THOMAS","Heavenly Conversation, On"
911,"911","911","3018","CRADOCK, THOMAS","Hell, On"
912,"912","912","3074","CRADOCK, THOMAS","Historical Account of Our Saviour, The"
913,"913","913","3121","CRADOCK, THOMAS","Honor, On"
914,"914","914","3083","CRADOCK, THOMAS","Hunger and Thirst for Righteousness, On the"
915,"915","915","3125","CRADOCK, THOMAS","Imitating Christ's Life, On"
916,"916","916","3017","CRADOCK, THOMAS","Immaculate Conception, On the"
917,"917","917","3085","CRADOCK, THOMAS","James 1:22, On"
918,"918","918","3015","CRADOCK, THOMAS","Jesus, Light of the World, On"
919,"919","919","3138","CRADOCK, THOMAS","Job 29: 11-13, On"
920,"920","920","3103","CRADOCK, THOMAS","Joel 1: 14-15, On"
921,"921","921","3098","CRADOCK, THOMAS","Joy, On"
922,"922","922","3105","CRADOCK, THOMAS","Keys of Hell and Death, On"
923,"923","923","3122","CRADOCK, THOMAS","Last Judgment, On Works Revealed at"
924,"924","924","3073","CRADOCK, THOMAS","Life and Doctrine of Christ, The"
925,"925","925","694","CRADOCK, THOMAS","Lisbon Earthquake, About"
926,"926","926","3021","CRADOCK, THOMAS","Lord's Supper (2), On the"
927,"927","927","3020","CRADOCK, THOMAS","Lord's Supper, On the"
928,"928","928","3131","CRADOCK, THOMAS","Love of Christ, On"
929,"929","929","3030","CRADOCK, THOMAS","Love, On"
930,"930","930","3115","CRADOCK, THOMAS","Loving Not the World, On"
931,"931","931","838","CRADOCK, THOMAS","Merry Heart, A"
932,"932","932","3063","CRADOCK, THOMAS","Merry Sermon, The"
933,"933","933","3038","CRADOCK, THOMAS","Miracles, On"
934,"934","934","3022","CRADOCK, THOMAS","Obedience to God, On"
935,"935","935","3006","CRADOCK, THOMAS","Offices of the Church, On"
936,"936","936","3120","CRADOCK, THOMAS","Parable of Lazarus, On the"
937,"937","937","3106","CRADOCK, THOMAS","Parable of the Steward, On"
938,"938","938","3037","CRADOCK, THOMAS","Parents and Children, On"
939,"939","939","843","CRADOCK, THOMAS","Patience, On"
940,"940","940","3094","CRADOCK, THOMAS","Patriotism, On"
941,"941","941","3084","CRADOCK, THOMAS","Peace from Loving God's Law, On"
942,"942","942","3133","CRADOCK, THOMAS","Peace to the Wicked, On No"
943,"943","943","3126a","CRADOCK, THOMAS","Pleasing Man and God, 2, On"
944,"944","944","3126","CRADOCK, THOMAS","Pleasing Men and God, On"
945,"945","945","3091","CRADOCK, THOMAS","Poor, On the"
946,"946","946","3066","CRADOCK, THOMAS","Presumptuous Sins, On"
947,"947","947","3132","CRADOCK, THOMAS","Promise of God, On the"
948,"948","948","3102","CRADOCK, THOMAS","Proverbs 30: 8-9, On"
949,"949","949","3108","CRADOCK, THOMAS","Proverbs 3:7, On"
950,"950","950","3049","CRADOCK, THOMAS","Proving and Holding to Truth, On"
951,"951","951","3087","CRADOCK, THOMAS","Psalm 100: 2, On"
952,"952","952","3139","CRADOCK, THOMAS","Psalm 119, On"
953,"953","953","3088","CRADOCK, THOMAS","Psalm 119: 165, On"
954,"954","954","3109","CRADOCK, THOMAS","Psalm 119: 97, On"
955,"955","955","3090","CRADOCK, THOMAS","Psalm 144:3, On"
956,"956","956","3113","CRADOCK, THOMAS","Purifying One's Soul, On"
957,"957","957","3057","CRADOCK, THOMAS","Rejoicing, On"
958,"958","958","3009","CRADOCK, THOMAS","Repentance (1), On"
959,"959","959","3010","CRADOCK, THOMAS","Repentance (2), On"
960,"960","960","3041","CRADOCK, THOMAS","Reputation, On"
961,"961","961","3072","CRADOCK, THOMAS","Resurrection of the Dead, On the"
962,"962","962","3104","CRADOCK, THOMAS","Revelation, On"
963,"963","963","3114","CRADOCK, THOMAS","Salvation for the Righteous and Sinful, On the"
964,"964","964","3032","CRADOCK, THOMAS","Scoffers, On"
965,"965","965","3067","CRADOCK, THOMAS","Second Coming(1), On the"
966,"966","966","3068","CRADOCK, THOMAS","Second Coming(2), On the"
967,"967","967","3069","CRADOCK, THOMAS","Second Coming(3), On the"
968,"968","968","3052","CRADOCK, THOMAS","Sermon for Christmas"
969,"969","969","3054","CRADOCK, THOMAS","Sermon for Christmas"
970,"970","970","3053","CRADOCK, THOMAS","Sermon for Easter"
971,"971","971","847","CRADOCK, THOMAS","Sermon on Easter"
972,"972","972","848","CRADOCK, THOMAS","Sermon on Everlasting Life"
973,"973","973","3093","CRADOCK, THOMAS","Sermon Preached in Annapolis"
974,"974","974","841","CRADOCK, THOMAS","Sermon preached in my own Parish Church, A"
975,"975","975","2999","CRADOCK, THOMAS","Sermons of Thomas Cradock"
976,"976","976","3117","CRADOCK, THOMAS","Serving Two Masters, On"
977,"977","977","3048","CRADOCK, THOMAS","Sin's Burdens and Christ's Yoke, On"
978,"978","978","3014","CRADOCK, THOMAS","Spiritual Warfare, On"
979,"979","979","3031","CRADOCK, THOMAS","St. Paul before Felix, On"
980,"980","980","3064","CRADOCK, THOMAS","State of Protestantism, On"
981,"981","981","3051","CRADOCK, THOMAS","Temptation and Wisdom, On"
982,"982","982","3107","CRADOCK, THOMAS","Trusting in the Lord, On"
983,"983","983","3050","CRADOCK, THOMAS","Vine and Its Branches, On the"
984,"984","984","3119","CRADOCK, THOMAS","Walking Circumspectly in Evil Days, On"
985,"985","985","835","CRADOCK, THOMAS","Wealth"
986,"986","986","3099","CRADOCK, THOMAS","Wealth, On"
987,"987","987","3129","CRADOCK, THOMAS","Wilkinson, John, sermons"
988,"988","988","3071","CRADOCK, THOMAS","Wisdom's Happiness and Sin's Misery"
989,"989","989","3124","CRADOCK, THOMAS","Works of Christ, On the"
990,"990","990","3065","CRADOCK, THOMAS","Worship, On"
991,"991","991","923","CRAIG, JOHN","Farewell Sermon"
992,"992","992","925","DAVIES, SAMUEL","Except ye repent, ye shall all in like manner perish"
993,"993","993","926","[DAWSON, THOMAS?]","God's help--A Confirmation Sermon"
994,"994","994","927a","[DAWSON, THOMAS]","Dawson, Thomas, see Dawson, William"
995,"995","995","928a","[DAWSON, THOMAS]","Dawson, Thomas, see Dawson, William"
996,"996","996","927","[DAWSON, WILLIAM]","Rejoicing in the Lord"
997,"997","997","928","[DAWSON, WILLIAM]","Take heed to yourselves"
998,"998","998","868","DENT, HATCH","Be Ye Perfect"
999,"999","999","867","DENT, HATCH","Christian Religion, On the"
1000,"1000","1000","865","DENT, HATCH","Four Sermons [by Hatch Dent]"
1001,"1001","1001","866","DENT, HATCH","Good Government, On"
1002,"1002","1002","869","DENT, HATCH","Sermon on Judgment and the Jews"
1003,"1003","1003","183","DIDERICH, BERNARD","Affliction, On"
1004,"1004","1004","189","DIDERICH, BERNARD","Ascension, On the"
1005,"1005","1005","194","DIDERICH, BERNARD","Ascension, On the"
1006,"1006","1006","197","DIDERICH, BERNARD","Assumption, On the"
1007,"1007","1007","195","DIDERICH, BERNARD","Delusions of the world, On the"
1008,"1008","1008","185","DIDERICH, BERNARD","Devotion to the blessed virgin, On the"
1009,"1009","1009","192","DIDERICH, BERNARD","Duty towards children, On"
1010,"1010","1010","181","DIDERICH, BERNARD","Feast of Corpus Christi, On the"
1011,"1011","1011","178","DIDERICH, BERNARD","Frequent communion <i>after easter</i>, On"
1012,"1012","1012","171","DIDERICH, BERNARD","Grace, On"
1013,"1013","1013","191","DIDERICH, BERNARD","Grace, On"
1014,"1014","1014","193","DIDERICH, BERNARD","Grace, On"
1015,"1015","1015","187","DIDERICH, BERNARD","Infallibility, On"
1016,"1016","1016","168","DIDERICH, BERNARD","Inferno, De "
1017,"1017","1017","190","DIDERICH, BERNARD","Jubilee, On the approaching"
1018,"1018","1018","186","DIDERICH, BERNARD","Judgment, On"
1019,"1019","1019","455","DIDERICH, BERNARD","Marriage, On"
1020,"1020","1020","456","DIDERICH, BERNARD","Marriage, On"
1021,"1021","1021","170","DIDERICH, BERNARD","Peace of Jesus Christ, On the"
1022,"1022","1022","179","DIDERICH, BERNARD","Prayer, On"
1023,"1023","1023","198","DIDERICH, BERNARD","Preparation for Death, On"
1024,"1024","1024","196","DIDERICH, BERNARD","Remorse, On"
1025,"1025","1025","174","DIDERICH, BERNARD","Resurrection, On the"
1026,"1026","1026","182","DIDERICH, BERNARD","Resurrection, On the"
1027,"1027","1027","184","DIDERICH, BERNARD","Sacrament of penance, On the"
1028,"1028","1028","180","DIDERICH, BERNARD","Submission to ye will of god, On"
1029,"1029","1029","188","DIDERICH, BERNARD","Sudden death, On"
1030,"1030","1030","169","DIDERICH, BERNARD","Swearing, On"
1031,"1031","1031","173","DIDERICH, BERNARD","Swearing, On"
1032,"1032","1032","175","DIDERICH, BERNARD","Swearing, On"
1033,"1033","1033","177","DIDERICH, BERNARD","Theft, On"
1034,"1034","1034","172","DIDERICH, BERNARD","Vanity, On"
1035,"1035","1035","176","DIDERICH, BERNARD","Vanity, On"
1036,"1036","1036","201","DIGGES, JOHN","Fasting, On"
1037,"1037","1037","199","DIGGES, JOHN ","Happiness, On"
1038,"1038","1038","200","DIGGES, JOHN","Passion of Christ, On the"
1039,"1039","1039","929","DOZIER, RICHARD","Textbook of Sermons Heard by Richard Dozier"
1040,"1040","1040","872","DUKE, WILLIAM","Ease, Of"
1041,"1041","1041","871","DUKE, WILLIAM","Easter Sermon"
1042,"1042","1042","870","DUKE, WILLIAM","Love of the World, On"
1043,"1043","1043","930","DUNLAP, WILLIAM","Sermon on the married state"
1044,"1044","1044","966x","D____, EARL","There Remaineth therefore a rest to the People of God"
1045,"1045","1045","985","ELLINGTON, EDWARD","Go ye therefore & teach all nations"
1046,"1046","1046","457","FARMER, FERDINAND","Purgatory, On"
1047,"1047","1047","236","FARRAR, JAMES","Communion, On"
1048,"1048","1048","234","FARRAR, JAMES","Easter duty, On"
1049,"1049","1049","235","FARRAR, JAMES","Easter duty, On"
1050,"1050","1050","875","FERGUSON, COLIN","Appearance of an approaching Rupture with France, On the"
1051,"1051","1051","874","FERGUSON, COLIN","Together in Unity"
1052,"1052","1052","873","FERGUSON, COLIN","We speak not as pleasing Men, but God"
1053,"1053","1053","237","FRAMBACH, JAMES","Feast of Corpus Christi, On the"
1054,"1054","1054","1020","FRINK, SAMUEL","Burial of Xt, On the"
1055,"1055","1055","1026","FRINK, SAMUEL","By the Obedience of One shall many be made Righteous"
1056,"1056","1056","1022","FRINK, SAMUEL","Christ Jesus our Lord"
1057,"1057","1057","1023","FRINK, SAMUEL","Passion of Xt, On the"
1058,"1058","1058","1024","FRINK, SAMUEL","Sermon on the Ascension"
1059,"1059","1059","1019","FRINK, SAMUEL","Seven Mss. Sermons Delivered [by Samuel Frink] in Christ Church, Savannah"
1060,"1060","1060","1021","FRINK, SAMUEL","Take heed therefore how ye hear"
1061,"1061","1061","1025","FRINK, SAMUEL","Through a Glass Darkly"
1062,"1062","1062","986","FURMAN, RICHARD","Arise ye and Depart"
1063,"1063","1063","10","FURMAN, RICHARD ","Sermon On the Constitution and Order of the Christian Church, A "
1064,"1064","1064","877 ","GANTT, EDWARD JR.","Just shall live by Faith, The"
1065,"1065","1065","876","GANTT, EDWARD JR.","Two Sermons by Edward Gantt"
1066,"1066","1066","878","GANTT, EDWARD JR.","Wise Son Maketh a Glad Father, A"
1067,"1067","1067","238","GERARD, THOMAS","Exhortation to fraternal Charity, An"
1068,"1068","1068","879","GOLDIE, GEORGE","transitoriness of life, On the"
1069,"1069","1069","881","GORDON, JOHN","Affliction and Salvation"
1070,"1070","1070","880","[GORDON, JOHN?]","Sermon on the World"
1071,"1071","1071","885","[GOUNDRIL, GEORGE?]","Cross, On the"
1072,"1072","1072","882","[GOUNDRIL, GEORGE?]","Five Sermons by George Goundril"
1073,"1073","1073","888","[GOUNDRIL, GEORGE?]","Righteousness, Temperance, and Judgment to come"
1074,"1074","1074","887","[GOUNDRIL, GEORGE?]","Three Sermons by George Goundril"
1075,"1075","1075","883","[GOUNDRIL, GEORGE?]","Two Sermons by George Goundril"
1076,"1076","1076","884","[GOUNDRIL, GEORGE?]","Way of Peace, The"
1077,"1077","1077","890","[GOUNDRIL, GEORGE?]","Work out your own Salvation with Fear and Trembling"
1078,"1078","1078","889","[GOUNDRIL, GEORGE?]","Ye shall not swear by my Name falsely"
1079,"1079","1079","1031","GREATON, JOSEPH","Method of Confessing"
1080,"1080","1080","241","GREATON, JOSEPH","Our Lord, Of"
1081,"1081","1081","239","GREATON, JOSEPH","Purgatory "
1082,"1082","1082","240","GREATON, JOSEPH","Whipping & thorns"
1083,"1083","1083","4063","GREEN, ENOCH","Afflictions a Blessing from God"
1084,"1084","1084","4067","GREEN, ENOCH","Avarice, On"
1085,"1085","1085","4065","GREEN, ENOCH","Journal of my Mission to Virginia, A"
1086,"1086","1086","4061","GREEN, ENOCH","Justification through Christ"
1087,"1087","1087","4064","GREEN, ENOCH","Renewing your Mind"
1088,"1088","1088","4060","GREEN, ENOCH","Sermons by Enoch Green"
1089,"1089","1089","4066","GREEN, ENOCH","Theological Responses"
1090,"1090","1090","4068","GREEN, ENOCH","Three(?) Addresses to the Continental Army"
