p_index_int,"p_index_text",acc_int,"acc_tag","acc_txt","replaceText","namAut","shTitle"
766,"a00766",757,"_757_","a00757","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_757_','a00766') WHERE 1;","COLEMAN, JOHN","Christmas"
767,"a00767",755,"_755_","a00755","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_755_','a00767') WHERE 1;","COLEMAN, JOHN","Christmas [Two Sermons by John Coleman]"
768,"a00768",749,"_749_","a00749","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_749_','a00768') WHERE 1;","COLEMAN, JOHN","Convention Sermon"
769,"a00769",748,"_748_","a00748","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_748_','a00769') WHERE 1;","COLEMAN, JOHN","Daemoniac, The"
770,"a00770",794,"_794_","a00794","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_794_','a00770') WHERE 1;","COLEMAN, JOHN","Faith, Hope, and Charity"
771,"a00771",803,"_803_","a00803","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_803_','a00771') WHERE 1;","COLEMAN, JOHN","Fervent in Spirit"
772,"a00772",823,"_823_","a00823","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_823_','a00772') WHERE 1;","COLEMAN, JOHN","Five Sermons by John Coleman"
773,"a00773",797,"_797_","a00797","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_797_','a00773') WHERE 1;","COLEMAN, JOHN","Fruit of the Spirit, The"
774,"a00774",753,"_753_","a00753","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_753_','a00774') WHERE 1;","COLEMAN, JOHN","Funeral Sermon Jan. 1799"
775,"a00775",831,"_831_","a00831","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_831_','a00775') WHERE 1;","COLEMAN, JOHN","Genuine Love of God, On"
776,"a00776",820,"_820_","a00820","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_820_','a00776') WHERE 1;","COLEMAN, JOHN","Hope, On"
777,"a00777",792,"_792_","a00792","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_792_','a00777') WHERE 1;","COLEMAN, JOHN","In trust with the Gospel"
778,"a00778",758,"_758_","a00758","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_758_','a00778') WHERE 1;","COLEMAN, JOHN","Joshua's Resolution"
779,"a00779",812,"_812_","a00812","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_812_','a00779') WHERE 1;","COLEMAN, JOHN","Joy of the Lord is your strength, The"
780,"a00780",798,"_798_","a00798","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_798_','a00780') WHERE 1;","COLEMAN, JOHN","Kingdom come, Thy"
781,"a00781",800,"_800_","a00800","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_800_','a00781') WHERE 1;","COLEMAN, JOHN","Kingdom come, Thy"
782,"a00782",759,"_759_","a00759","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_759_','a00782') WHERE 1;","COLEMAN, JOHN","Last Judgment, On the"
783,"a00783",822,"_822_","a00822","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_822_','a00783') WHERE 1;","COLEMAN, JOHN","Lord's Supper, On the "
784,"a00784",821,"_821_","a00821","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_821_','a00784') WHERE 1;","COLEMAN, JOHN","Love of Jesus, On the"
785,"a00785",772,"_772_","a00772","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_772_','a00785') WHERE 1;","COLEMAN, JOHN","Nature of Love to God & Christ"
786,"a00786",771,"_771_","a00771","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_771_','a00786') WHERE 1;","COLEMAN, JOHN","New Year"
787,"a00787",773,"_773_","a00773","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_773_','a00787') WHERE 1;","COLEMAN, JOHN","Notes on Hebrews 11, 6"
788,"a00788",791,"_791_","a00791","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_791_','a00788') WHERE 1;","COLEMAN, JOHN","Now then we are Ambassadors for Christ"
789,"a00789",826,"_826_","a00826","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_826_','a00789') WHERE 1;","COLEMAN, JOHN","Office of the Preacher, The"
790,"a00790",775,"_775_","a00775","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_775_','a00790') WHERE 1;","COLEMAN, JOHN","Parable of the Sower, The"
791,"a00791",774,"_774_","a00774","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_774_','a00791') WHERE 1;","COLEMAN, JOHN","Pardoning Mercy"
792,"a00792",784,"_784_","a00784","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_784_','a00792') WHERE 1;","COLEMAN, JOHN","Power of the Gospel, The"
793,"a00793",776,"_776_","a00776","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_776_','a00793') WHERE 1;","COLEMAN, JOHN","Public Worship"
794,"a00794",829,"_829_","a00829","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_829_','a00794') WHERE 1;","COLEMAN, JOHN","Regeneration and not returning to heathen habits, On"
795,"a00795",804,"_804_","a00804","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_804_','a00795') WHERE 1;","COLEMAN, JOHN","Remember now thy Creator"
796,"a00796",818,"_818_","a00818","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_818_','a00796') WHERE 1;","COLEMAN, JOHN","Repent and believe the Gospel"
797,"a00797",786,"_786_","a00786","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_786_','a00797') WHERE 1;","COLEMAN, JOHN ","Rule of Equity, The"
798,"a00798",788,"_788_","a00788","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_788_','a00798') WHERE 1;","COLEMAN, JOHN","Sermon for Whitsunday"
799,"a00799",779,"_779_","a00779","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_779_','a00799') WHERE 1;","COLEMAN, JOHN","Sermon on Be not ashamed"
800,"a00800",780,"_780_","a00780","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_780_','a00800') WHERE 1;","COLEMAN, JOHN ","Sermon on Godliness with Contentment, A"
801,"a00801",777,"_777_","a00777","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_777_','a00801') WHERE 1;","COLEMAN, JOHN ","Sermon on Grace"
802,"a00802",785,"_785_","a00785","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_785_','a00802') WHERE 1;","COLEMAN, JOHN","Sermon on Prayer"
803,"a00803",787,"_787_","a00787","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_787_','a00803') WHERE 1;","COLEMAN, JOHN","Sermon on St. Luke 22, 19 & 20"
804,"a00804",781,"_781_","a00781","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_781_','a00804') WHERE 1;","COLEMAN, JOHN","Sermon on the Advantages of Religion"
805,"a00805",778,"_778_","a00778","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_778_','a00805') WHERE 1;","COLEMAN, JOHN","Sermon on the flesh and the spirit"
806,"a00806",782,"_782_","a00782","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_782_','a00806') WHERE 1;","COLEMAN, JOHN","Sermon on the Nature of true Holiness, A"
807,"a00807",827,"_827_","a00827","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_827_','a00807') WHERE 1;","COLEMAN, JOHN","Shewing thyself a pattern of good works"
808,"a00808",750,"_750_","a00750","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_750_','a00808') WHERE 1;","COLEMAN, JOHN","Study to shew thyself approved unto God"
809,"a00809",816,"_816_","a00816","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_816_','a00809') WHERE 1;","COLEMAN, JOHN","Study to shew thyself approved unto God"
810,"a00810",817,"_817_","a00817","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_817_','a00810') WHERE 1;","COLEMAN, JOHN","Study to shew thyself approved unto God "
811,"a00811",828,"_828_","a00828","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_828_','a00811') WHERE 1;","COLEMAN, JOHN","Study to shew thyself approved unto God"
812,"a00812",813,"_813_","a00813","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_813_','a00812') WHERE 1;","COLEMAN, JOHN","There shall come in the last days scoffers"
813,"a00813",815,"_815_","a00815","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_815_','a00813') WHERE 1;","COLEMAN, JOHN","Therefore be ye also ready"
814,"a00814",805,"_805_","a00805","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_805_','a00814') WHERE 1;","COLEMAN, JOHN","This do in remembrance of me"
815,"a00815",833,"_833_","a00833","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_833_','a00815') WHERE 1;","COLEMAN, JOHN","Thy Kingdom come"
816,"a00816",783,"_783_","a00783","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_783_','a00816') WHERE 1;","COLEMAN, JOHN","True Honour of Man, On the"
817,"a00817",751,"_751_","a00751","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_751_','a00817') WHERE 1;","COLEMAN, JOHN","Two Sermons by John Coleman"
818,"a00818",793,"_793_","a00793","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_793_','a00818') WHERE 1;","COLEMAN, JOHN","Two Sermons by John Coleman"
819,"a00819",796,"_796_","a00796","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_796_','a00819') WHERE 1;","COLEMAN, JOHN","Two Sermons by John Coleman"
820,"a00820",770,"_770_","a00770","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_770_','a00820') WHERE 1;","COLEMAN, JOHN","Two Sermons by John Coleman (Acc. # 770)"
821,"a00821",790,"_790_","a00790","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_790_','a00821') WHERE 1;","COLEMAN, JOHN","Two Sermons by John Coleman (Acc. 790)"
822,"a00822",799,"_799_","a00799","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_799_','a00822') WHERE 1;","COLEMAN, JOHN","Two Sermons [by John Coleman]"
823,"a00823",802,"_802_","a00802","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_802_','a00823') WHERE 1;","COLEMAN, JOHN","Two Sermons [by John Coleman]"
824,"a00824",801,"_801_","a00801","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_801_','a00824') WHERE 1;","COLEMAN, JOHN","We are ambassadors for Xt."
825,"a00825",824,"_824_","a00824","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_824_','a00825') WHERE 1;","COLEMAN, JOHN","We preach not ourselves, but Christ Jesus"
826,"a00826",825,"_825_","a00825","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_825_','a00826') WHERE 1;","COLEMAN, JOHN","We preach not ourselves, but Christ Jesus"
827,"a00827",806,"_806_","a00806","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_806_','a00827') WHERE 1;","COLEMAN, JOHN","We preach not ourselves, but Xt Jesus"
828,"a00828",807,"_807_","a00807","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_807_','a00828') WHERE 1;","COLEMAN, JOHN","We preach not ourselves, but Xt Jesus"
829,"a00829",808,"_808_","a00808","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_808_','a00829') WHERE 1;","COLEMAN, JOHN","We preach not ourselves, but Xt Jesus"
830,"a00830",795,"_795_","a00795","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_795_','a00830') WHERE 1;","COLEMAN, JOHN","What is a man profited if he shall gain the whole world"
831,"a00831",814,"_814_","a00814","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_814_','a00831') WHERE 1;","COLEMAN, JOHN","What is a man profited?"
832,"a00832",811,"_811_","a00811","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_811_','a00832') WHERE 1;","COLEMAN, JOHN","When the unclean spirit is gone out of a man"
833,"a00833",752,"_752_","a00752","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_752_','a00833') WHERE 1;","COLEMAN, JOHN","While ye Child was yet alive"
834,"a00834",810,"_810_","a00810","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_810_','a00834') WHERE 1;","COLEMAN, JOHN","Wisdom is justified of all his children"
835,"a00835",789,"_789_","a00789","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_789_','a00835') WHERE 1;","COLEMAN, JOHN","Wonderful Compassions of Christ to the greatest Sinners, The"
836,"a00836",819,"_819_","a00819","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_819_','a00836') WHERE 1;","COLEMAN, JOHN","Wrongful Actions of Nations, On the"
837,"a00837",922,"_922_","a00922","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_922_','a00837') WHERE 1;","COOPER, MYLES","Address from the Clergy of New-York and New-Jersey to the Episcopalians in Virginia, An"
838,"a00838",3134,"_3134_","a03134","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3134_','a00838') WHERE 1;","CRADOCK, THOMAS","Acts 10:38, On"
839,"a00839",3086,"_3086_","a03086","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3086_','a00839') WHERE 1;","CRADOCK, THOMAS","Acts 2: 40, On"
840,"a00840",3062,"_3062_","a03062","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3062_','a00840') WHERE 1;","CRADOCK, THOMAS","Almost Persuaded, The"
841,"a00841",3082,"_3082_","a03082","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3082_','a00841') WHERE 1;","CRADOCK, THOMAS","Anger, On"
842,"a00842",3136,"_3136_","a03136","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3136_','a00842') WHERE 1;","CRADOCK, THOMAS","Anger, On"
843,"a00843",3013,"_3013_","a03013","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3013_','a00843') WHERE 1;","CRADOCK, THOMAS","Ascension, On the"
844,"a00844",3112,"_3112_","a03112","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3112_','a00844') WHERE 1;","CRADOCK, THOMAS","Ascension, On the"
845,"a00845",3101,"_3101_","a03101","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3101_','a00845') WHERE 1;","CRADOCK, THOMAS","Asking in Jesus' Name, On"
846,"a00846",3055,"_3055_","a03055","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3055_','a00846') WHERE 1;","CRADOCK, THOMAS","Baalam's [sic] Wish"
847,"a00847",3056,"_3056_","a03056","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3056_','a00847') WHERE 1;","CRADOCK, THOMAS","Balaam's Wish"
848,"a00848",3007,"_3007_","a03007","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3007_','a00848') WHERE 1;","CRADOCK, THOMAS","Baptism, On"
849,"a00849",3023,"_3023_","a03023","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3023_','a00849') WHERE 1;","CRADOCK, THOMAS","Belief in God, On"
850,"a00850",3043,"_3043_","a03043","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3043_','a00850') WHERE 1;","CRADOCK, THOMAS","Betrayal of Christ, On"
851,"a00851",3011,"_3011_","a03011","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3011_','a00851') WHERE 1;","CRADOCK, THOMAS","Bible and Salvation (1), On the"
852,"a00852",3012,"_3012_","a03012","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3012_','a00852') WHERE 1;","CRADOCK, THOMAS","Bible and Salvation (2), On the"
853,"a00853",3128,"_3128_","a03128","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3128_','a00853') WHERE 1;","CRADOCK, THOMAS","Blessed are the Meek, On"
854,"a00854",3116,"_3116_","a03116","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3116_','a00854') WHERE 1;","CRADOCK, THOMAS","Blessed are the Poor in Spirit, On"
855,"a00855",3005,"_3005_","a03005","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3005_','a00855') WHERE 1;","CRADOCK, THOMAS","Boasting [Witnessing] in God, On"
856,"a00856",3110,"_3110_","a03110","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3110_','a00856') WHERE 1;","CRADOCK, THOMAS","Christ's Preaching to Spirits, On"
857,"a00857",3039,"_3039_","a03039","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3039_','a00857') WHERE 1;","CRADOCK, THOMAS","Christian Conduct (1), On"
858,"a00858",3040,"_3040_","a03040","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3040_','a00858') WHERE 1;","CRADOCK, THOMAS","Christian Conduct (2), On"
859,"a00859",3092,"_3092_","a03092","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3092_','a00859') WHERE 1;","CRADOCK, THOMAS","Christian Conduct (3), On"
860,"a00860",3024,"_3024_","a03024","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3024_','a00860') WHERE 1;","CRADOCK, THOMAS","Christian Unity (1), On"
861,"a00861",3025,"_3025_","a03025","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3025_','a00861') WHERE 1;","CRADOCK, THOMAS","Christian Unity (2), On"
862,"a00862",3076,"_3076_","a03076","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3076_','a00862') WHERE 1;","CRADOCK, THOMAS","Christmas in what Manner to be Kept"
863,"a00863",3089,"_3089_","a03089","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3089_','a00863') WHERE 1;","CRADOCK, THOMAS","Colossians 3:2, On"
864,"a00864",3100,"_3100_","a03100","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3100_','a00864') WHERE 1;","CRADOCK, THOMAS","Commandment to Love, On"
865,"a00865",3140,"_3140_","a03140","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3140_','a00865') WHERE 1;","CRADOCK, THOMAS","Corinthians 11: 29, On 1"
866,"a00866",842,"_842_","a00842","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_842_','a00866') WHERE 1;","CRADOCK, THOMAS","Corrupt Clergy, A"
867,"a00867",3029,"_3029_","a03029","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3029_','a00867') WHERE 1;","CRADOCK, THOMAS","Counsels of the Heart, On"
868,"a00868",3027,"_3027_","a03027","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3027_','a00868') WHERE 1;","CRADOCK, THOMAS","Days of Darkness, On"
869,"a00869",3003,"_3003_","a03003","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3003_','a00869') WHERE 1;","CRADOCK, THOMAS","Death as an Enemy, On"
870,"a00870",3127,"_3127_","a03127","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3127_','a00870') WHERE 1;","CRADOCK, THOMAS","Death Cannot Praise God"
871,"a00871",3111,"_3111_","a03111","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3111_','a00871') WHERE 1;","CRADOCK, THOMAS","Delight in the Lord, On"
872,"a00872",3044,"_3044_","a03044","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3044_','a00872') WHERE 1;","CRADOCK, THOMAS","Dispute with Papists (1), On the"
873,"a00873",3045,"_3045_","a03045","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3045_','a00873') WHERE 1;","CRADOCK, THOMAS","Dispute with Papists (2), On the"
874,"a00874",3046,"_3046_","a03046","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3046_','a00874') WHERE 1;","CRADOCK, THOMAS","Dispute with Papists (3), On the"
875,"a00875",3047,"_3047_","a03047","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3047_','a00875') WHERE 1;","CRADOCK, THOMAS","Dispute with Papists (4), On the"
876,"a00876",3075,"_3075_","a03075","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3075_','a00876') WHERE 1;","CRADOCK, THOMAS","Divine Assistance and Revelation, Concerning"
877,"a00877",3016,"_3016_","a03016","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3016_','a00877') WHERE 1;","CRADOCK, THOMAS","Doubting, On"
878,"a00878",834,"_834_","a00834","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_834_','a00878') WHERE 1;","CRADOCK, THOMAS","Draw nigh to God"
879,"a00879",3042,"_3042_","a03042","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3042_','a00879') WHERE 1;","CRADOCK, THOMAS","Easter, On"
880,"a00880",839,"_839_","a00839","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_839_','a00880') WHERE 1;","CRADOCK, THOMAS","Education, On"
881,"a00881",3096,"_3096_","a03096","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3096_','a00881') WHERE 1;","CRADOCK, THOMAS","Education, On"
882,"a00882",3079,"_3079_","a03079","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3079_','a00882') WHERE 1;","CRADOCK, THOMAS","Eucharist as Thanksgiving(1), On the"
883,"a00883",3080,"_3080_","a03080","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3080_','a00883') WHERE 1;","CRADOCK, THOMAS","Eucharist as Thanksgiving(2), On the"
884,"a00884",3081,"_3081_","a03081","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3081_','a00884') WHERE 1;","CRADOCK, THOMAS","Eucharist, On the"
885,"a00885",3004,"_3004_","a03004","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3004_','a00885') WHERE 1;","CRADOCK, THOMAS","Everlasting Life, On"
886,"a00886",3078,"_3078_","a03078","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3078_','a00886') WHERE 1;","CRADOCK, THOMAS","Evil of Punishment, On the"
887,"a00887",3135,"_3135_","a03135","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3135_','a00887') WHERE 1;","CRADOCK, THOMAS","Exodus 33: 18-19, On"
888,"a00888",3008,"_3008_","a03008","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3008_','a00888') WHERE 1;","CRADOCK, THOMAS","Faith and Patience, On"
889,"a00889",3118,"_3118_","a03118","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3118_','a00889') WHERE 1;","CRADOCK, THOMAS","Faith in God, On"
890,"a00890",3028,"_3028_","a03028","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3028_','a00890') WHERE 1;","CRADOCK, THOMAS","Fear of the Lord, On"
891,"a00891",836,"_836_","a00836 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_836_','a00891') WHERE 1;","CRADOCK, THOMAS","Fools make a Mock at Sin"
892,"a00892",3097,"_3097_","a03097","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3097_','a00892') WHERE 1;","CRADOCK, THOMAS","Fraud, On"
893,"a00893",3137,"_3137_","a03137","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3137_','a00893') WHERE 1;","CRADOCK, THOMAS","Friends, On"
894,"a00894",3002,"_3002_","a03002","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3002_','a00894') WHERE 1;","CRADOCK, THOMAS","Funeral of a Young Girl, At the"
895,"a00895",3060,"_3060_","a03060","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3060_','a00895') WHERE 1;","CRADOCK, THOMAS","Funeral Sermon for J. Wells"
896,"a00896",3059,"_3059_","a03059","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3059_','a00896') WHERE 1;","CRADOCK, THOMAS","Funeral Sermon on Col. 3:3-4"
897,"a00897",3061,"_3061_","a03061","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3061_','a00897') WHERE 1;","CRADOCK, THOMAS","Funeral Sermon on Job 14:2"
898,"a00898",3058,"_3058_","a03058","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3058_','a00898') WHERE 1;","CRADOCK, THOMAS","Funeral Sermon on Proverbs 23:25"
899,"a00899",3000,"_3000_","a03000","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3000_','a00899') WHERE 1;","CRADOCK, THOMAS","Funerals, On"
900,"a00900",3077,"_3077_","a03077","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3077_','a00900') WHERE 1;","CRADOCK, THOMAS","God's Design"
901,"a00901",3070,"_3070_","a03070","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3070_','a00901') WHERE 1;","CRADOCK, THOMAS","God's Forbearance and Judgment"
902,"a00902",3001,"_3001_","a03001","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3001_','a00902') WHERE 1;","CRADOCK, THOMAS","God's Power Over Human Life, On"
903,"a00903",3019,"_3019_","a03019","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3019_','a00903') WHERE 1;","CRADOCK, THOMAS","God's Revelation of Himself, On"
904,"a00904",3130,"_3130_","a03130","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3130_','a00904') WHERE 1;","CRADOCK, THOMAS","God's Reveleation, Sermon on"
905,"a00905",3123,"_3123_","a03123","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3123_','a00905') WHERE 1;","CRADOCK, THOMAS","Good Life, The Necessity of"
906,"a00906",3033,"_3033_","a03033","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3033_','a00906') WHERE 1;","CRADOCK, THOMAS","Heaven (1), On"
907,"a00907",3034,"_3034_","a03034","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3034_','a00907') WHERE 1;","CRADOCK, THOMAS","Heaven (2), On"
908,"a00908",3035,"_3035_","a03035","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3035_','a00908') WHERE 1;","CRADOCK, THOMAS","Heaven (3), On"
909,"a00909",3036,"_3036_","a03036","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3036_','a00909') WHERE 1;","CRADOCK, THOMAS","Heaven (4), On"
910,"a00910",3026,"_3026_","a03026","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3026_','a00910') WHERE 1;","CRADOCK, THOMAS","Heavenly Conversation, On"
911,"a00911",3018,"_3018_","a03018","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3018_','a00911') WHERE 1;","CRADOCK, THOMAS","Hell, On"
