kpid,"kwd","acc","acc_txt",acc_int,"namAut","shTitle","kwst",bind_int,"bind_txt"
683,"","152","a00152",152,"CARROLL, JOHN","Repentance: Fragment","",0,""
684,"world, love of the; love of the world.;","146","a00146",146,"CARROLL, JOHN","Spirit of the World, The","",0,""
685,"Nugent, Rev. Andrew, suspension of; priesthood.;","111","a00111",111,"CARROLL, JOHN","Suspension of Andrew Nugent, On the","",0,""
686,"Baltimore, Episcopal See of; Episcopal duties; bishops, duties of.;","115","a00115",115,"CARROLL, JOHN","Taking possession of the Episc. see of Baltre Decr 1790","",0,""
687,"faith, saving.;","133","a00133",133,"CARROLL, JOHN","Truth","",0,""
688,"existence, uncertainty of; penance.;","124","a00124",124,"CARROLL, JOHN","Uncertainty of existence, On the","",0,""
689,"Holy Ghost; sin, venial.;","123","a00123",123,"CARROLL, JOHN","Venial sin, On","",0,""
690,"morals; blasphemy.;","737","a00737",737,"CHASE, THOMAS","Doctrine, Morals, and Blasphemy, On","",0,""
691,"Lord, fear of.;","738","a00738",738,"CHASE, THOMAS","Fear of the Lord, On","",0,""
692,"","745","a00745",745,"CHASE, THOMAS","Free Will, On","",0,""
693,"protection, God's.;","744","a00744",744,"CHASE, THOMAS","God's protection, On","",0,""
694,"Hart, Mr.; God, immutability of; Trinity Sunday;","743","a00743",743,"CHASE, THOMAS","Immutability of God, On the","",0,""
695,"light, inward;","693","a00693",693,"CHASE, THOMAS","Inward light, On","",0,""
696,"God, promises of.;","740","a00740",740,"CHASE, THOMAS","Promises of God, On the","",0,""
697,"retreat, religious; communion with God; prayer.;","741","a00741",741,"CHASE, THOMAS","Religious Retreats Prayer and Communion with God, On","",0,""
698,"Kingdom of God; righteousness.;","742","a00742",742,"CHASE, THOMAS","Seek ye first the Kingdom of God","",0,""
699,"Kingdom of God; righteousness.;","742a","a00742a",742,"CHASE, THOMAS","Seek ye first the Kingdom of God--Sermon I","",0,""
700,"Kingdom of God; righteousness.;","742b","a00742b",742,"CHASE, THOMAS","Seek ye first the Kingdom of God--Sermon II","",0,""
701,"Johnson, Mrs.; Moale, Mrs.; marriage; marriage sermon;","739","a00739",739,"CHASE, THOMAS","Wedding Sermon","",0,""
702,"Love, God is.;","746","a00746",746,"CLAGGETT, THOMAS JOHN","God is Love","",0,""
703,"","747","a00747",747,"CLAGGETT, THOMAS JOHN","Wealth, On","",0,""
704,"","4055","a04055",4055,"CLAY, Charles","Account Book, Charles Clay, 1773-1818","",0,""
705,"sanctification; Fall of Man; separation from God; Peter; Angel of the Lord; Holy Spirit; Holy Ghost; nature, state of; man, natural state of; ignorance, state of; Devil; damnation; Pharisees; grace; world, sins of; temptation; soul, redemption of; salvation; God, mercy of; God, power of; Christ, salvation through; eternal life; life, eternal; sin, effects of; sin; Judgment Day; last judgment;","4004","a04004",4004,"CLAY, CHARLES","Awakening Sleepers to the Light of Christ","",0,""
706,"Baptism; John the Baptist; Jews, religious rites of; circumcision; covenant of grace; grace, covenant of; infant baptism; Baptism, infant; Baptism, those eligible for; Baptism, rites of; Church, visible; Baptismal covenant; sins, forgiveness of; sin, original; original sin; Christ, blood of; sin, expiation of; Holy Spirit; faith; repentance; David; Church of Christ; salvation; parents, duty to children; parents, responsibilities toward children; Lord's Supper; Pharisees; children, duty to educate;","4010","a04010",4010,"CLAY, CHARLES","Baptism, On","",0,""
707,"mind of man; reason, inadequacy of; Nicodemus; Baptism; confirmation; deacons; sacraments; needful, the one thing; faith; God, law of; God, power of; Christ as mediator; catechism; salvation; Catholic Church, criticism of; Holy Orders; matrimony; grace; Extreme Unction; sacraments, nature of the; sacraments, symbols of the; penance; covenant of grace; grace, covenant of; man, nature of; original sin; sin, original; Holy Ghost; infant baptism; Baptism, infant; redemption; Godfathers; Godmothers;","4014","a04014",4014,"CLAY, CHARLES","Baptism, On","",0,""
708,"preparation for death; judgment of wicked; will of God; vanity; Oglesby, Sha.; Jordan, Mrs.; Fox's, Jno., Children; Gilliam, Zac.; Powel, Mrs.; Flemming, Mrs; funeral sermon; sermon, funeral; Jerusalem, destruction of; Noah; Christ, second coming of; last judgment; judgment, last; death, preparation for;  God, mercy of; sins, forgiveness of; Christ, salvation through; Christ, commitment to;  spirit, renewal of; faith;  obedience;  patience; death, fear of; eternal life; life, eternal; God, grace of; God, duty to; salvation;  rich man, parable of; world, sins of; vice, penalty for; God's vengeance; conscience; wickedness;","4034","a04034",4034,"CLAY, CHARLES","Being Ready for the Son of Man","",0,""
709,"false prophets; repentance, deathbed; man, sins of; deathbed repentance, inefficacy of; death, uncertainty of; repentance, false; repentance; repentance, true; God, judgments of; death, preparation for; death, fear of; God, grace of; Hell, torments of; death, sudden; God's justice; God, sin abhorred by; repentant sinners, consolation of; last judgment; judgment, last;","4030","a04030",4030,"CLAY, CHARLES","Beware a Death Unprepared","",0,""
710,"Communion, sacrament of; Lord's Supper; wine; Eucharist; repentance; catechism; Paul; idolatry; covenant of grace; grace, covenant of; Devil; Hell; grace; meekness; Baptism; sacrament, definition of; salvation; Christ, body of; Christ, blood of; Christ, mercy of; Christ, sacrifice of; Papists, error of; transubstantiation; spirit, indwelling of; bread; Episcopal Church, catechism of; soul, immortality of; self-examination; God, mercy of; faith; parents, duty to children;","4021","a04021",4021,"CLAY, CHARLES","Catechismum de Domini Cana, In","",0,""
711,"mediation; reconciliation; justice of God; Christ, sufferings of; Holy Spirit, influence of; Christ as mediator; Christ, roles of; Christ, qualities of; Christ as advocate; man, unregenerate state of; God, justice of; Christ, knowledge of; mankind, depravity of; Christ, salvation through; God, love for mankind; Adam; original sin; sin, original; happiness, eternal; Christ, crucifixion of; sin, atonement for; Christ, sacrifice of; Christ as prophet; covenant of grace; grace, covenant of; prophecies of Christ; salvation; Christ as priest; temptation; Christ as king; Sermon on the Mount; sin, deliverance from; sinners, penitent; heaven, joys of;","4041","a04041",4041,"CLAY, CHARLES","Christ as Mediator","",0,""
712,"Christ, love of; bride, church as; church as bride; spirit, fruit of; Canticles, Book of; wife, church as; church as wife; Christ, invitation of; Christ, mystical union with; Christ, salvation through; Christ, intercession of; Christ, mercy of; man, sins of; sins, forgiveness of; Church of Christ; Resurrection; sinfulness; Christ as redeemer;","4029","a04029",4029,"CLAY, CHARLES","Christ's Love for the Church","",0,""
713,"Mosaic law; Covenant, New; Baptismal covenant; free will; grace, sanctifying influence of; Turkish mosque; mosque, Turkish; Jewish synagogue; synagogue; catechism; law, Mosaic; Covenant, Christian; Gospel, parallels to Mosaic law; works, covenant of; covenant of works; grace, covenant of; covenant of grace; God, law of; Baptism; Devil; Satan, triumph over; scripture, authority of; original sin; sin, original; Adam; Christ, salvation through; Church as one body; Christ, Church of; Christ, roles of; Church, unity of; Church, true; Church of Christ; God, mercy of; God, love for mankind; sinners, Christ's redemption of; sinners, pardon of repentant; Holy Ghost; heaven, kingdom of; faith, profession of; salvation; gospel, proofs of; man, imperfection of; man, unregenerate state of;","4037","a04037",4037,"CLAY, CHARLES","Christian Covenant, The","",0,""
714,"parents, training of children; children, training by parents; duty to educate children; Christian education; serving God; parents, duty to children; children, duty to educate; children, education of; children, parents' duties to; children, religious education of; faith; love; obedience; God, service to; God, glorification of; God, worship of; God as father; God, commandments of; Christ, salvation through; sin, punishment of; damnation, eternal; Hell, torments of; Baptism; education, Christian; covenant of grace; grace, covenant of; world, sins of; heaven, joys of; catechism; children, duties of; God, grace of;","4031","a04031",4031,"CLAY, CHARLES","Christian Parent, The","",0,""
715,"Feast of Tabernacle; Tabernacle, Feast of; God, love of; mercy of God; obedience; temperance; Christmas, sermon for; sermon, Christmas; God, love for mankind; Christ, birth of; Christ, salvation through; Mosaic law; Christ, nativity of; salvation; God, mercy of; Christ, incarnation of; Incarnation of Christ; grace, covenant of; covenant of grace; original sin; sin, original; Devil; man, sins of; God's vengeance; God, goodness of; God, justice of; God, compassion of; redemption; redemption by Christ; Christ, son of God; Christ, divine and human nature of; nativity of Christ; Adam; Christ, sacrifice of; Christ, humility of; world, sins of;","4035","a04035",4035,"CLAY, CHARLES","Christmas Day, For","",0,""
716,"funeral sermon; sermon, funeral; Jefferson, Thomas; Jefferson, Jane Randolph; virtue; vice, penalty for; Judgment Day; wicked, punishment of; reason, inadequacy of; senses, our dependence on the; salvation; death; Howard, Mrs.; Eubanks, G.; Goods, Mrs.; Birdwell, Mr.; Slaughter, Frances; Tompkins, Mrs.; Gatewood, D.;","4002","a04002",4002,"CLAY, CHARLES","Coming to Judgment","",0,""
717,"Ten Commandments; works, good; good works; justification; antinomianism; Mammon; idolatry; Sabbath, keeping the; duty to God; God, duty to; commandments; love; obedience; James; Paul; faith; Apostles' Creed; God, law of; man, laws of; atheism; God, worship of; God, fear of; God, commandments of; parents; murder; suicide; slander; neighbors, duty to; catechism; self-examination;","4015","a04015",4015,"CLAY, CHARLES","Commandments of God, The","",0,""
718,"Job; human nature; knowledge, limitations of human; suicide; Christ, sufferings of; Old Testament, doctrines of; sermon, funeral; funeral sermon; death; heaven; everlasting life; life, everlasting; life, trials of; suffering, patience under; grace; reason; affliction; fortitude; patience; Christianity, different than Judaism; Judaism, beliefs of; God, law of;","4007","a04007",4007,"CLAY, CHARLES","Complaint of Sufferer","",0,""
719,"Communion, sacrament of; Communion, importance of; obligations to God; obedience; memorials; Passover; Lord's Supper, nature of; Lord's Supper, neglect of; Lord's Supper, memorials of; Lord's Supper; Lord's Supper, purpose of; Christ, body and blood of; Last Supper; Apostles; bread and wine, sacramental; Christ, love for mankind; Christ, remembrance of; religion, doctrines of; God, grace of; Christ, death of; God, obedience to; salvation; Christ as mediator; Christ, salvation through; Christ, sacrifice of; self-examination; mortification; godliness; faith; Baptismal covenant; Christ, preaching of; Christ, commission to the Apostles;","4047","a04047",4047,"CLAY, CHARLES","De Domini Cana.--un [sic. unum?] Deum","",0,""
720,"solar system; Judgment Day; scientific elements; planets; earth, destruction of; last judgment, terrors of; fires, last judgment's; empires, destruction of; conflagration, final; last judgment; judgment, last; sin, punishment of; Sodom and Gomorrah; God, justice of; Sodom, destruction of; Gomorrah, destruction of; vanity; repentance, necessity of; grace, covenant of; covenant of grace; righteousness; Christ, salvation through; Christmas; heaven, joys of; drinking; gambling, dangers of; swearing; ","4036","a04036",4036,"CLAY, CHARLES","Description of Judgment Day","",0,""
721,"Pharisees, pride of; sin, disease of; sin, consequences of; mind of man; conscience, on; sin, wages of; passions, mortification of; healing; original sin; sin, original; Publicans; disciples; sin, ignorance of; sin, knowledge of; God, service to; God, fear of; reason; world, sins of; sin, effects of; David; death, fear of; Hell, torments of; Christ, salvation through; faith; eternal life; life, eternal; soul, redemption of; damnation; flesh, lusts of;","4005","a04005",4005,"CLAY, CHARLES","Disease of Sin","",0,""
722,"Great Flood; repentance; David; sinfulness; world, end of; Adam; Eden, garden of; Eve; infant damnation; wrath, divine; original sin; sin, original; sin, punishment of; God, justice of; death; covenant of works; works, covenant of; covenant of grace; grace, covenant of; God, mercy of; mercy of God; Christ, salvation through; heaven, joys of; everlasting life; life, eternal; wickedness; salvation;","4028","a04028",4028,"CLAY, CHARLES","Divine Wrath and Mercy, On","",0,""
723,"disciples; spiritual gifts; philosophy, inadequacy of; nature; Seneca; liberty; reason; Cromwell, Oliver; Pope; olive tree; Church, doctrine of; God, spirit of; Christ, teachings of; Christ, crucifixion of; salvation; human nature; nature, human; God, grace of; mind, gifts of; Holy Ghost, gift of; virtue; meekness; temperance; chastity; self-control; reason, human; reason, Christianity based on; goodness; liberty; grace; Christ, salvation through; heresies; worship, duty of; Catholic Church, criticism of;","4026","a04026",4026,"CLAY, CHARLES","Doctrine of the Church, The","",0,""
724,"Holy Spirit, assistance of; Baptism; spirit, fruit of; love, God's; love; joy; peace; righteousness; faith; temperance; covenant of grace; grace, covenant of; circumcision; God, grace of; God, spirit of; God, glory of; pride; love of God; neighbor, love of; heaven, joys of; soul, immortality of; charity; God, children of; affliction; tribulation; salvation; submission; anger; meekness; truthfulness; hypocrisy; idleness; vanity; flesh, sins of; supplication; gospel, joy of; long suffering; suffering; gentleness; kindness; goodness; man, sins of;","4017","a04017",4017,"CLAY, CHARLES","Fruits of the Spirit, The","",0,""
725,"grief; Job; Eli; justice of God; funeral sermon; sermon, funeral; death; God, justice of; punishment, eternal; reconciliation; God, obedience to; humility; Christ, salvation through; Christian duty; duties of Christians to God; Christ, imitation of; Christ, sufferings of; God's gifts; repentance; sin, God's abhorrence of; Eli, punishment of; Eli, death of his two sons; Oman; Hophni, son of Eli; Phinehas, son of Eli; Philistines; God, resignation to; world, sins of; God, sin abhorred by; God, compassion of; death, fear of; God, omniscience of; God, ruler of all; God, grace of; Job; man, unregenerate state of; sinfulness; affliction of man, reasons for; man, sins of; pride; Hell; wickedness; heaven, joys of; last judgment; judgment, last; Napier, G. Fox; Wood, Capt. Wm. and wife; Griffith, Mrs.; Tinsley, Mrs.; damnation;","4048","a04048",4048,"CLAY, CHARLES","Funeral Sermon","",0,""
726,"funeral sermon; Howard, Benjamin; sermon, funeral; life, transitoriness of; soul, immortality of; religion, necessity of; religion, duties of; eternal life; life, eternal; happiness; conscience, good; Belshazzar; Hezekiah; sincerity; God, vengeance of; world, sins of; flesh, sins of; wickedness; righteousness; Solomon; God, mercy of; God, wisdom of; God, fear of; living righteously; religion, consolations of; God, love of; God, law of; vanity; virtue, practice of; death, fear of; simplicity, advantages of; heaven, joys of; gospel, confirmation of; Christ, crucifixion of;","4032","a04032",4032,"CLAY, CHARLES","Funeral Sermon for Benjamin Howard, Esq.","",0,""
727,"Good Friday sermon; Fall of Man; redemption by Christ; Christ, sacrifice of; law of God; sanctification; Jews, the persecutors of Christ; crucifixion; Christ, crucifixion of; original sin; sin, original; Christ, death of; Christ, resurrection of; Christ, sufferings of; Hell, harrowing of; Eden; sin; temptation; man, unregenerate state of; man, natural state of; Satan; Devil; Isaiah; God, justice of; Judas; Pilate, Pontius; Christ, passion of; Gethsemane, garden of; pride; damnation;  salvation; God, mercy of; heaven, joys of;","4019","a04019",4019,"CLAY, CHARLES","Good Friday, For","",0,""
728,"humility; pleasure, carnal; money; vanity; happiness; holiness, definition of; cheerfulness; mirth; laughter; holiness, incentives to; heaven, joys of; heaven, kingdom of; honor; joy; conscience; life, eternal; everlasting life; salvation; faith; mortification; peace; penitence; world, love of the; world, sins of; world, evils of; wealth; rich man; grace; God, glory of; God, love of; righteousness; flattery; flesh, lusts of; disciples; Hell; death; Simeon;","4018","a04018",4018,"CLAY, CHARLES","Happiness of God, On the","",0,""
729,"charity, fundamental Christian doctrine; faith, necessity of; obedience; holiness; holiness, definition of; godliness; Christians, lukewarm; lukewarm Christians; Christ, emulation of; God, love for mankind; faith; Christ, salvation through; man, unregenerate state of; mankind, depravity of; Holy Ghost, work of; God, mercy of; Christians, sincere; pagan gods; gods, pagan; God, law of; God, worship of; world, sins of;","4042","a04042",4042,"CLAY, CHARLES","Holiness, On","",0,""
730,"humility; obedience; God's justice; God, anger of; God, judgments of; man, sins of; God, mercy of; God, blessings of; American Revolution; Revolution, American; liberty, enemies of; manufacture, need to support domestic; Bible, truth of; Bible, neglect of; salvation; God, word of; Bible, divine origin of; Bible, authority of; wickedness; infidelity; profanity; pride, adverse effect of; nations, wrongful actions of; earthquake, Virginia; Lent; humiliation; jeremiad; God, vengeance of; judgment, last; last judgment; sin, sorrow for; Continental Congress; repentance;","4011","a04011",4011,"CLAY, CHARLES","Humility, On","",0,""
731,"God, justice of; God, mercy of; God, obedience to; Hell, torments of; Christ, salvation through; faith; justice of God; God, vengeance of; damnation; Christ, crucifixion of; Christ, resurrection of; resurrection; Christ, belief in; Christ as savior; death, inevitability of; death, uncertainty of; deathbed repentance; judgment, last; last judgment; God, law of; sinners, Christ's advocacy for; man, unregenerate state of; man, natural state of; mankind, depravity of;","4049","a04049",4049,"CLAY, CHARLES","Justice of God, On the","",0,""
732,"obedience to God; Christian faith; commandments, keeping; Apostles' Creed; works; faith, duty resulting from; Papists; justification; law, Mosaic; Mosaic law; duty; catechism; righteousness; world, sins of; piety; Paul; antinomianism; good works; works, good; meekness; Abraham; David; circumcision; grace; salvation; martyrs; Usher, Archbishop; Church, Fathers of the;","4020","a04020",4020,"CLAY, CHARLES","Justification through Christ","",0,""
733,"faith; pride; obedience; infidelity; faith, justification by; Adam; original sin; sin, original; Christ, salvation through; salvation; righteousness; just, the; justification; Christ, faith in; God, fellowship with; God, belief in; world, sins of; God, our parent; man, unregenerate state of; religion, neglect of; Christian life, living a; living a Christian life; heaven, joys of; Christian duty; duty, Christian; afflictions, faith during; good works; works, good;","4012","a04012",4012,"CLAY, CHARLES","Living Fully in Faith","",0,""
734,"perseverance; faith; justification; sin; spirit; man, imperfection of; deliverance; soul, salvation of; salvation; Kingdom of God; God, Kingdom of; self-examination; sin, remission of; Christ, qualities of; conscience; man, sins of; world, sins of; Christ, commitment to; Satan; Christ, imitation of; Christ as mediator; God, law of;  Christ as advocate; Christ, dignity of; flesh, lusts of; pride; meekness; Hell; God, children of; charity; everlasting life; life, everlasting; hope;","4022","a04022",4022,"CLAY, CHARLES","Living Fully in Faith through Christ","",0,""
735,"backsliding; witnessing; gospel, preaching of; disciples, Christ's commission to preach; man, unregenerate state of; God, law of; disobedience to God; gospel, observation of; God, mercy of; Christian religion; religion, Christian; sinfulness; Christ, name of; Church, proper behavior in; salvation; heathens, saved; Christians, damned; gods, false; false gods; world, sins of; last judgment; judgment, last; heaven, kingdom of; damnation; Christ, mysteries of; God, grace of; Christ, salvation through; flesh, sins of; vanity; conversation, good; slander; God, children of; gospel, necessity of believing; vice; adultery; lust; neighbors, right treatment of; prayer, proper; Tom Thumb, tale of; Tom Hickerthrift [sic. Hickathrift], tale of; Jack the Giant Killer, tale of;","4046","a04046",4046,"CLAY, CHARLES","Living the Christian Religion","",0,""
736,"prayer; reconciled to Christ; Christ, reconciliation to; sanctification; catechism; Solomon; prayer, efficacy of; Lord's Prayer; Lord's Prayer, explanation of; God, nature of; heaven, joys of; God, mercy of; sinners, God's mercy toward; grace of God; God, grace of; God as father; salvation; God, Kingdom of; Kingdom of God; infidels, conversion of; Turks; Jews; God, law of; God, will of; God, worship of; faith; soul and body, provision for; Devil; God, providence of; wickedness; forgiveness; man, unregenerate state of; temptation; damnation;","4045","a04045",4045,"CLAY, CHARLES","Lord's Prayer, On","",0,""
737,"mercy of God; God, mercy of; idolatry; influence of the world; Holy Spirit, assistance of; experience, insufficiency of; Judgment Day; judgment, preparation for; man, natural state of; ignorance, state of; world, influence of; Ephesus; sin, original; original sin; sin, effects of; salvation; vanity; polytheism; idolatry; Christ, divine power of; Devil; temptation; St. Paul; eternal life; life, eternal; death; soul, redemption of;","4003","a04003",4003,"CLAY, CHARLES","Natural State of Man","",0,""
738,"penitent sinners; penitence, true; repentance, importance of; iniquity; sin, confession of; resolution, holy; wrath, divine; God, resignation to; sin, effects of; God's punishment for injustice; God, justice of; sin, renouncing; man, duty to God; man, sins of; God, seeking; sin, freedom from; sin, avoidance of; sinners, penitent; God, law of; God's law, obedience to; repentance, sincere; damnation; slander; swearing; lust; adultery; repentance, postponement of; sin, persistence in; living a Christian life; Lord's Supper; parable of the marriage of the King's son; marriage of the King's son, parable of;","4050","a04050",4050,"CLAY, CHARLES","Nature and necessity of holy Resolution, The","",0,""
739,"iniquity; penitent sinners; penitence, true; repentance, importance of; humility; sin, confession of; resolution, holy; God, resignation to; wrath, divine; sin, effects of; God's punishment for injustice; God, justice of; sin, renouncing; salvation; man, sins of; God, seeking; sin, freedom from; sin, avoidance of; sinners, penitent; God, grace of; God, mercy of; God's law, obedience to; repentance, sincere; God's vengeance; damnation; repentance, postponement of; sin, persistence in; living a Christian life; Christ, death of; godliness; sin, disease of; happiness; eternal life; last judgment; judgment, last; death, inevitability of; death, sudden; Lot; Sodom, destruction of; Hell, terrors of; fools; parable of the foolish virgins; foolish virgins, parable of;","4051","a04051",4051,"CLAY, CHARLES","Nature and necessity of holy Resolution, The","",0,""
740,"sin, God's abhorrence of; wages of sin; providence, dispensations of; vengeance of God; man, unregenerate state of; sinfulness; God, law of; iniquities defined; God, mercy of; God, love for mankind; God, justice of; sin, punishment of; damnation; angels, fall of; famine; pestilence; sin, effects of; vice, penalty for; wickedness; empires, destruction of; God, vengeance of; war; Great Flood; Sodom and Gomorrah; Jews, captivity of; Jerusalem, destruction of; God, wisdom of; Christ, crucifixion of; God, grace of; disobedience, punishment of; Hell, torments of; fools; salvation; repentance; self-condemnation; Christ, sacrifice of; New Covenant; Covenant, New; covenant of grace; grace, covenant of; faith;","4044","a04044",4044,"CLAY, CHARLES","Nature of Sin, On","",0,""
741,"time; grace, refused; refusal of grace; assistance, divine; divine assistance; penitence; New Year's sermon; sermon, New Year's; soul, redemption of; repentance, necessity of; God, mercy of; pride, sin of; last judgment; judgment, last; sinners, portrayed as sleepers; God, justice of; self-examination; death, sudden; death, wages of sin; Christ, salvation through; man, unregenerate state of; grace, divine; self-deception; mortification; conscience, good; Pharisees, pride of; world, sins of; Christians, lukewarm; lukewarm Christians; Christians, complacent; faith; sin, confession of; sinfulness; God, power of; God, love for mankind; Devil;","4043","a04043",4043,"CLAY, CHARLES","New Creatures in Christ","",0,""
742,"prayer, proper; Hannah, prayer of; sanctification; grace of God; catechism; Christ, justification through; justification; commandments; God, law of; God, grace of; prayer, public; prayer, duty and benefit of; prayer, necessity of; prayer, successful; Solomon; Lord's Prayer; life, eternal; God, love for mankind; God, mercy of; Beveridge, Bishop; prayer, definition of; sin, confession of; sin, deliverance from; man, unregenerate state of; Christ, blood of; Publicans; Pharisees, pride of; prayer, efficacy of; sin, sorrow for;","4039","a04039",4039,"CLAY, CHARLES","Prayer and Justification, On","",0,""
743,"recruiting sermon; sermon, recruiting; new birth; Christmas; atonement; Charlottesville;","921","a00921",921,"CLAY, CHARLES","Public Fast-day to a Minute-company at Charlottesville, On","",0,""
744,"faith, justification by; Jews, sins of; Gentiles; serving God; God, law of; Church, proper behavior in; God, service to; God, duty to; man, duty of; faith; justification; Gospel, excellence of; divine grace; grace, divine; prayer, necessity of; salvation; God's vengeance; conscience; vice; virtue;","4023","a04023",4023,"CLAY, CHARLES","Reasonableness of Serving God, The","",0,""
745,"God, grace of; grace of God; God, duty to; duty to God; preaching, efficacy of; conversion; Jews, beliefs of; public morality; instruction, religious; religious instruction; salvation, gospel's promotion of; God, word of; piety; faith; Pharisees, scribes of; Felix; Corinthians; Titus; Ezekial; scripture, sufficiency of; good works; works, good; happiness; mirth; sermons, hearing; zeal;","4008","a04008",4008,"CLAY, CHARLES","Religious Instruction, On","",0,""
746,"obedience to God; reverence; duty to God; God, duty to; God, glory of; God, mercy of; God, power of; God, worship of; faith; virtue; flesh, sins of; world, sins of; man, duty to God; man, creation of; temptation; death; Devil; last judgment; judgment, last; sin, punishment of; sins, young people's; salvation; repentance; youth, follies of; affliction; life, transitoriness of; passions, governing of; worldliness, prevalence of; worldliness, folly of;","4033","a04033",4033,"CLAY, CHARLES","Remember Thy Creator","",0,""
747,"temptation of Christ; Christ, temptation of; Christ, salvation through; Christ, life of; repentance, importance of; serving the Lord; man, nature of; parents, responsibilities of; Apostles' Creed; sanctification; Baptism; Baptismal covenant; covenant of grace; grace; salvation; redemption; faith; obedience; temptation; flesh, lusts of; humility; Godfathers; Godmothers; Devil, renouncing the; sin, renouncing; catechism;","4013","a04013",4013,"CLAY, CHARLES","Repentance and Faith, On","",0,""
748,"government, divine; providence, role of; community service; liberty; American Revolution; Revolution, American; empire; backsliding; nations, wrongful actions of; prosperity; community, benefits of; society, benefits of; God, ruler of all; God, vengeance of; God's vengeance; tyrants, domestic; Assyrian Empire, destruction of; Persian Empire, destruction of; Cyrus; Darius; Babylonian captivity; chosen people; Jews, idolatry of; Jews, Babylonian captivity of; Jews, Roman subjugation of; providence, divine; power of God; injustice;","4009","a04009",4009,"CLAY, CHARLES","Rule of Divine Providence","",0,""
749,"self-examination; orthodoxy; hypocrisy; rewards of heaven; Glascow, M.; Corinth; Solifidians; idolatry; sinfulness; God, worship of; resurrection, general; life, eternal; religion, enthusiasm in; Christians, fair-weather; Christians, lukewarm; lukewarm Christians; self-deception; faith, profession of; faith, exercise of; faith, state of; faith, saving; faith, insufficient to salvation; evangelism; heaven, joys of; God, power of; God, duty to; salvation; God, help of; God, belief in;","4038","a04038",4038,"CLAY, CHARLES","Self-examination, On","",0,""
750,"","4053","a04053",4053,"CLAY, CHARLES","Sermon Fragments of Charles Clay","",0,""
751,"Easter sermon; sermon, Easter; resurrection of Christ; belief; disciples; virtue; reason; abstinence; doctrine; parable of the rich man; rich man, parable of; God, worship of; worship; industry; sin, reflection on; death, contemplation of; God, duty to; duty to God; innocence;","4001","a04001",4001,"CLAY, CHARLES","Set your affection on things above","",0,""
752,"youth, follies of; penitence; sins, young people's; sin; David; adultery; Ephraim; chosen people; Egypt, exodus from; sin, nature of; last judgment; judgment, last; shame; guilt; God, renouncing; God, sin abhorred by; God, mercy of; God, justice of; sin, God's abhorrence of; young people, sins of; flesh, sins of; wickedness, kinds of; repentance; damnation; conscience; covenant of grace; grace, covenant of; Publican, repentant; Christ, salvation through; salvation;","4027","a04027",4027,"CLAY, CHARLES","Sin and the Follies of Youth","",0,""
753,"Christ, contemplation of his sufferings; tribulations, preparation for; education; Christian character; Benton, Capt. Wm.; Clay, Mary Sen.; Owen, Mrs.; Brow & Wife,  Maj[o]r ; Burford, Captain Sr.; Spencer, Mrs.; man, sins of; cheer, good; cheerfulness; Christ, death of; heaven, joys of; Christ, temptation of; Christ, sufferings of; peace; faith; death; funeral sermon; sermon, funeral; world, influence of; world, sins of; sorrow; original sin; sin, original; works, covenant of; covenant of works; redemption; man, nature of; affliction; Adam; righteousness; Jerusalem; patience; Devil; judgment, last; last judgment; God, justice of; Hell; damnation; Christ, love of; soul, redemption of;","4016","a04016",4016,"CLAY, CHARLES","Submitting to the Will of God, On","",0,""
754,"","4040","a04040",4040,"CLAY, CHARLES","Two Sermons (1770) on Job 34 by Charles Clay","",0,""
755,"","4052","a04052",4052,"CLAY, CHARLES","Two Sermons (1775) by Charles Clay","",0,""
756,"Judas; Pharisees; Church, support of the; Publicans; sinfulness; avarice; gluttony; drunkenness; greed;","4024","a04024",4024,"CLAY, CHARLES","Worldliness, On","",0,""
757,"obedience to God; God, obedience to; worthiness; certainty of salvation; salvation, certainty of; suffering; worldliness, avoiding; humility; zeal, unregulated religious; piety; charity; Jerusalem; God, commandments of; God, mercy of; God, fear of; Christ, salvation through; disciples; Palestine; Paul; faith; Christ, resurrection of; everlasting life; life, everlasting; heaven; happiness; man, duty to God; Solomon; Matthew; humility; salvation; last judgment; Judgment Day; world, sins of; piety; charity; soul, salvation of;","4006","a04006",4006,"CLAY, CHARLES","Worthiness of Heavenly Glory","",0,""
758,"Solomon; judgment, preparation for; knowledge, limitations of human; reason, inadequacy of; pleasure, immoderate pursuit of; experience, lessons of; youth, follies of; passion, conflict with reason; virtue; vice; wisdom; folly; repentance; sin; lust; damnation; vanity; desire, inordinate; human nature; nature, human; temptation; ignorance; joy; understanding; death; God, judgments of; God, love of; flesh, lusts of; Hell, torments of; judgment, last; last judgment; grace; salvation; mercy; good works; works, good; Christ, imitation of;","4025","a04025",4025,"CLAY, CHARLES","Youth Reminded of A Judgment to Come","",0,""
759,"Asbury, Francis, ordination as superintendent; Methodist Episcopal Church, General Conference of.;","548","a00548",548,"COKE, THOMAS","Substance of a Sermon, preached by Tho. Coke ","",0,""
760,"idleness.;","754","a00754",754,"COLEMAN, JOHN","Against Idleness","",0,""
761,"Christ as redeemer; law, curse of.;","809","a00809",809,"COLEMAN, JOHN","Christ hath redeemed us from the curse of the law","",0,""
762,"salvation.;","830","a00830",830,"COLEMAN, JOHN","Christ our deliverer and salvation","",0,""
